Bus_name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat_Availability,Bus Link,Bus Route
Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,04:30,05h 00m,450,4.4,29,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Express Line,Volvo 9600 A/C Seater (2+2),23:45,04:45,05h 00m,499,4.4,42,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Mayuri Express,AC Seater (2+2),23:15,04:30,05h 15m,278,4.2,21,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),23:57,05:10,05h 13m,365,4.1,22,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
City Express (Shinjini),AC Seater (2+3),23:50,04:55,05h 05m,370,3.4,35,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Parameswar Travels,A/C Seater Push Back (2+3),23:45,05:00,05h 15m,285,3.0,51,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Basu Travels,A/C Seater / Sleeper (2+2),23:59,05:00,05h 01m,339,3.5,30,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Parameswar Travels,A/C Seater Push Back (2+3),23:59,05:00,05h 01m,285,2.8,49,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Sagufta Travels (Mayuri),A/C Seater (2+2),23:15,04:00,04h 45m,365,4.5,18,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Snemita Paribahan (Bhorpet),AC Seater (2+2),23:55,04:45,04h 50m,390,3.7,29,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Sagufta Travels (Atithi),A/C Seater Push Back (2+3),23:59,05:00,05h 01m,315,2.9,35,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Santosh Bus Service,A/C Seater / Sleeper (2+2),23:59,05:30,05h 31m,279,2.3,45,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Basu Travels,A/C Seater Push Back (2+3),23:30,04:30,05h 00m,499,3.4,20,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Sagufta Travels(Angel),A/C Seater (2+2),23:58,05:10,05h 12m,315,2.9,24,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Bengal Surface Transport,A/C Seater / Sleeper (2+2),23:55,05:00,05h 05m,399,2.9,4,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
WBTC (CTC) KOLKATA -BOLPUR - SURI (AC-VOLVO) - 104|14:30,Volvo AC Seater (2+2),14:30,19:10,04h 40m,435,3.8,,https://www.redbus.in/bus-tickets/kolkata-to-suri,Kolkata to Suri
Maa Chandi Travels,A/C Seater / Sleeper (2+2),14:30,19:10,04h 40m,370,3.4,,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
Snemita Paribahan(Shinjini),A/C Seater (2+3),22:45,04:10,05h 25m,370,3.0,21,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
Sneha Gold Bus Service,A/C Seater (2+3),16:30,21:30,05h 00m,250,4.5,,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
Parameswar Travels,A/C Seater Push Back (2+3),18:10,23:15,05h 05m,285,3.2,,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
Snemita Paribahan (Shinjini),AC Seater (2+3),23:35,03:45,04h 10m,420,2.8,17,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
Aradhana Travels,A/C Seater / Sleeper (2+2),18:35,23:00,04h 25m,475,1.6,,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
Parameswar Travels,A/C Seater Push Back (2+3),20:00,01:35,05h 35m,285,1.6,20,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
Samanta Travels,A/C Seater (2+3),14:30,19:20,04h 50m,285,3.5,,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
Snemita Parisheba(SNEHA GOLD),AC Seater (2+3),16:40,21:10,04h 30m,352,3.4,,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
City Express (Shinjini),AC Seater (2+3),22:45,04:10,05h 25m,320,3.5,21,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
Satya Paribahan,A/C Seater (2+3),23:00,03:45,04h 45m,389,3.0,16,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
Snemita Pariseba(Samanta),A/C Seater Push Back (2+3),14:45,19:20,04h 35m,285,2.6,,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
Snemita Parisheba(Santosh),A/C Seater Push Back (2+3),23:30,04:30,05h 00m,352,3.2,36,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
Sree Jagannath Travels,A/C Seater Push Back (2+3),15:00,20:00,05h 00m,278,2.7,,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
Snemita Parisheba,AC Seater (2+3),17:00,21:30,04h 30m,352,2.6,,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),14:00,18:00,04h 00m,486,4.4,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Express Line,Volvo 9600 A/C Semi Sleeper (2+2),14:10,17:30,03h 20m,486,4.7,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Greenline,Volvo A/C Seater (2+2),14:30,18:30,04h 00m,486,4.6,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Greenline (Karunamoyee),Volvo A/C B11R Multi Axle Semi Sleeper (2+2),15:00,19:00,04h 00m,486,4.7,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),15:00,18:00,03h 00m,486,4.3,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),15:30,18:30,03h 00m,486,4.6,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Express Line (Karunamoyee),Volvo 9600 Multi Axle Semi-Sleeper (2+2),15:45,19:45,04h 00m,486,4.8,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:00,20:00,04h 00m,486,4.4,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Greenline,Volvo 9600 Multi Axle Semi-Sleeper (2+2),16:00,19:15,03h 15m,486,4.6,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),16:40,20:40,04h 00m,486,4.6,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Greenline (Karunamoyee),Volvo A/C Seater (2+2),16:45,20:45,04h 00m,486,4.3,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Express Line,Volvo 9600 A/C Semi Sleeper (2+2),17:20,21:20,04h 00m,486,4.4,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),17:30,21:30,04h 00m,486,4.6,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Greenline,Volvo A/C Seater (2+2),18:05,22:05,04h 00m,486,4.7,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),18:40,22:25,03h 45m,486,4.2,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
WBTC (CTC) HABRA-DIGHA via Bally - 26|14:15,Non AC Seater (2+3),14:15,16:25,02h 10m,90,3.7,,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-nandakumar,Barasat (West Bengal) to Nandakumar (west bengal)
WBTC (CTC) BARASAT-DIGHA via Bally - 38|15:00,Non AC Seater (2+3),15:00,16:45,01h 45m,90,3.3,,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-nandakumar,Barasat (West Bengal) to Nandakumar (west bengal)
Express Line,Volvo A/C Seater (2+2),14:00,19:00,05h 00m,524,4.5,,https://www.redbus.in/bus-tickets/asansol-to-kolkata,Asansol (West Bengal) to Kolkata
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),14:20,19:20,05h 00m,524,3.8,,https://www.redbus.in/bus-tickets/asansol-to-kolkata,Asansol (West Bengal) to Kolkata
Greenline (Karunamoyee),Volvo A/C Seater (2+2),14:30,19:30,05h 00m,524,4.1,,https://www.redbus.in/bus-tickets/asansol-to-kolkata,Asansol (West Bengal) to Kolkata
Greenline,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),14:50,19:50,05h 00m,524,4.3,,https://www.redbus.in/bus-tickets/asansol-to-kolkata,Asansol (West Bengal) to Kolkata
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo B11R Multi Axle Seater (2+2),15:00,20:00,05h 00m,524,3.7,,https://www.redbus.in/bus-tickets/asansol-to-kolkata,Asansol (West Bengal) to Kolkata
Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),15:20,20:25,05h 05m,524,4.4,,https://www.redbus.in/bus-tickets/asansol-to-kolkata,Asansol (West Bengal) to Kolkata
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),15:30,20:30,05h 00m,524,3.5,,https://www.redbus.in/bus-tickets/asansol-to-kolkata,Asansol (West Bengal) to Kolkata
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),15:45,20:45,05h 00m,524,4.2,,https://www.redbus.in/bus-tickets/asansol-to-kolkata,Asansol (West Bengal) to Kolkata
Greenline,Volvo A/C Seater (2+2),16:00,21:00,05h 00m,524,3.3,,https://www.redbus.in/bus-tickets/asansol-to-kolkata,Asansol (West Bengal) to Kolkata
Greenline (Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),16:20,21:20,05h 00m,524,3.9,,https://www.redbus.in/bus-tickets/asansol-to-kolkata,Asansol (West Bengal) to Kolkata
WBTC (CTC) BARASAT-DIGHA via Bally - 38|15:00,Non AC Seater (2+3),15:00,17:45,02h 45m,131,3.1,,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-contai-kanthi,Barasat (West Bengal) to Contai (Kanthi)
NBSTC-SLG-KOL-R1-18:30,NON A/C Seater Push Back (2+2),18:30,06:30,12h 00m,486,3.9,18,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata
SBSTC-SILIGURI - KOLKATA - VIA - MALDA - EXPRESS - 19:30 - 3806,Express (Non AC Seater 2+2),19:30,08:30,13h 00m,500,4.1,22,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata
Greenline,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,07:30,13h 00m,1500,4.6,22,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata
Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00,06:05,12h 05m,1500,4.6,8,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata
EASY RIDE,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:45,07:25,12h 40m,1500,4.7,16,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata
Lokenath Bus Service,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,08:30,12h 30m,1500,4.5,21,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata
Rubi Paribahan,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00,07:30,12h 30m,1499,4.5,19,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata
Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),18:30,07:20,12h 50m,1200,4.3,37,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata
Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),19:30,07:50,12h 20m,1200,4.3,46,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata
Express Line,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,07:10,12h 40m,1499,4.5,21,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata
WBTC (CTC) KOLKATA -BOLPUR - SURI (AC-VOLVO) - 104|14:30,Volvo AC Seater (2+2),14:30,18:15,03h 45m,375,4.1,,https://www.redbus.in/bus-tickets/kolkata-to-bolpur-west-bengal,Kolkata to Bolpur (West Bengal)
WBTC (CTC) BARASAT-DIGHA via Bally - 38|15:00,Non AC Seater (2+3),15:00,16:25,01h 25m,69,4.0,,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-kolaghat,Barasat (West Bengal) to Kolaghat
WBTC (CTC) BARASAT-DIGHA via Bally - 38|15:00,Non AC Seater (2+3),15:00,17:15,02h 15m,112,3.5,,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-heria,Barasat (West Bengal) to Heria
WBTC (CTC) HABRA-DIGHA via Bally - 26|14:50,Non AC Seater (2+3),14:50,20:35,05h 45m,179,3.5,,https://www.redbus.in/bus-tickets/digha-to-habra,Digha to Habra
SBSTC-MIDNAPUR - BARASAT - 16:00 (MID DEPOT) - 1193,Non AC Seater (2+3),16:00,00:00,08h 00m,125,4.1,37,https://www.redbus.in/bus-tickets/midnapore-to-barasat-west-bengal,Midnapore to Barasat (West Bengal)
WBTC (CTC) Habra- Barasat- Haldia - 180|16:45,Non AC Seater (2+3),16:45,20:00,03h 15m,113,3.7,,https://www.redbus.in/bus-tickets/haldia-to-barasat-west-bengal,Haldia to Barasat (West Bengal)
WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|17:00,Volvo AC Seater (2+2),17:00,19:55,02h 55m,240,3.1,,https://www.redbus.in/bus-tickets/durgapur-to-purulia,Durgapur (West Bengal) to Purulia
SBSTC-KOLKATA - SILIGURI - VIA - MALDA - 20:00 (BEL DEPO - 3805,Express (Non AC Seater 2+2),20:00,09:00,13h 00m,500,4.3,30,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Kolkata to Siliguri
Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),18:30,07:45,13h 15m,1200,4.6,43,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Kolkata to Siliguri
Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),19:30,08:45,13h 15m,1200,4.6,39,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Kolkata to Siliguri
AdRoyal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),18:00,07:00,13h 00m,968,3.7,39,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Kolkata to Siliguri
Lokenath Bus Service,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:45,07:30,12h 45m,1500,4.6,21,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Kolkata to Siliguri
Greenline,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,07:45,13h 15m,1500,4.5,8,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Kolkata to Siliguri
Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00,06:50,12h 50m,1500,4.5,23,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Kolkata to Siliguri
Express Line,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,07:40,13h 10m,1499,4.4,10,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Kolkata to Siliguri
Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),18:15,06:30,12h 15m,1200,4.4,45,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Kolkata to Siliguri
Greenline,Volvo Multi-Axle A/C Sleeper (2+1),18:00,07:00,13h 00m,1500,4.6,18,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Kolkata to Siliguri
WBTC (CTC) Habra- Barasat- Haldia - 180|16:45,Non AC Seater (2+3),16:45,19:30,02h 45m,97,4.0,,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Kolkata
City Queen Bus Service,Non AC Seater (2+2),20:50,05:00,08h 10m,250,3.7,14,https://www.redbus.in/bus-tickets/kolkata-to-purulia,Kolkata to Purulia
City Queen Bus Service,Non AC Seater (2+2),21:30,07:30,10h 00m,285,2.1,18,https://www.redbus.in/bus-tickets/kolkata-to-purulia,Kolkata to Purulia
Express Line,Volvo 9600 A/C Semi Sleeper (2+2),14:10,18:30,04h 20m,524,4.8,,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),14:10,19:00,04h 50m,524,4.2,,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Greenline,Volvo A/C Seater (2+2),14:30,19:30,05h 00m,524,4.2,,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),15:00,19:00,04h 00m,524,4.0,,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Greenline (Karunamoyee),Volvo A/C B11R Multi Axle Semi Sleeper (2+2),15:00,20:00,05h 00m,524,4.3,,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),15:30,19:40,04h 10m,524,4.5,,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Express Line (Karunamoyee),Volvo 9600 Multi Axle Semi-Sleeper (2+2),15:45,20:45,05h 00m,524,4.8,,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Greenline,Volvo 9600 Multi Axle Semi-Sleeper (2+2),16:00,20:00,04h 00m,524,4.4,,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:00,21:00,05h 00m,524,4.1,,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),16:40,21:40,05h 00m,524,4.6,,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30,18:30,04h 00m,432.06,4.8,,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),15:00,19:15,04h 15m,360,4.3,,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,15:30,19:15,03h 45m,389.13,4.6,,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),21:30,03:30,06h 00m,400,3.2,19,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
DESTINY TRAVELS,NON A/C Seater (2+1),23:45,03:45,04h 00m,399,,29,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),22:15,03:45,05h 30m,550,3.8,20,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Assam State Transport Corporation (ASTC) - 174839,Bharat Benz A/C Seater (2+2),15:15,19:15,04h 00m,298,4.2,,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,17:50,03h 35m,369,4.5,,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
WARISPIYA TRAVELS,AC Seater (2+2),15:00,18:40,03h 40m,360,4.5,,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
WARISPIYA TRAVELS,AC Seater (2+2),15:35,19:15,03h 40m,360,4.1,,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
WARISPIYA TRAVELS,Bharat Benz A/C Seater (2+2),16:15,19:40,03h 25m,360,4.2,,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Yatra Travels,NON A/C Seater (2+1),18:00,23:30,05h 30m,400,3.6,,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:00,00:00,04h 00m,400,3.8,13,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),20:15,01:15,05h 00m,450,3.4,14,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),20:45,02:30,05h 45m,500,3.4,11,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),21:45,02:00,04h 15m,450,3.9,9,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30,17:00,02h 30m,313.12,4.6,,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,16:00,18:30,02h 30m,324.04,4.9,,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),16:45,19:15,02h 30m,270,3.4,,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,17:00,19:15,02h 15m,302.91,4.4,,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
PANKAJ TRAVELS,AC Seater (2+2),14:50,17:50,03h 00m,285,,,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,16:15,02h 00m,312,4.3,,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Megha Transport,NON A/C Seater / Sleeper (3+1),19:30,22:15,02h 45m,500,3.7,,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
DESTINY TRAVELS,NON A/C Seater (2+1),18:45,21:50,27h 05m,428,,32,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Yatra,Non AC Seater (2+2),20:15,03:30,07h 15m,350,2.8,40,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00,03:30,07h 30m,350,,35,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Priyanka,NON A/C Seater (2+1),17:30,05:05,11h 35m,600,3.4,11,https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat,North Lakhimpur to Jorhat
Bashudev Transline (Under ASTC),A/C Seater (2+1),14:10,18:00,03h 50m,550,4.3,,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,04:30,08h 30m,550,3.5,2,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),20:00,04:00,08h 00m,550,3.6,7,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,600,,15,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Puja Transport,Non AC Seater (2+2),20:00,05:00,09h 00m,550,2.4,20,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,04:00,08h 15m,470,2.0,21,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
J.S. Travels,Non AC Seater (2+1),21:00,04:00,07h 00m,550,2.3,17,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Maa Laxmi,NON A/C Seater Push Back (2+1),23:00,05:30,06h 30m,550,2.5,29,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Neha Travels,NON A/C Seater (2+2),22:40,04:30,05h 50m,650,2.6,19,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Deep Travels,Non AC Seater (2+1),17:45,04:30,10h 45m,650,4.1,15,https://www.redbus.in/bus-tickets/haflong-to-guwahati,Haflong to Guwahati
NETWORK TRAVELS,NON A/C Seater (2+1),18:00,04:00,10h 00m,700,4.5,13,https://www.redbus.in/bus-tickets/haflong-to-guwahati,Haflong to Guwahati
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,400,3.8,27,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,05:00,09h 00m,550,4.0,6,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:50,04:30,08h 40m,470,3.0,9,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),18:45,03:00,08h 15m,600,,18,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Puja Transport,Non AC Seater (2+2),19:15,04:00,08h 45m,550,2.8,13,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Neha Travels,NON A/C Seater (2+2),17:00,03:15,10h 15m,650,2.8,22,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
