Bus_name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat_Availability,Bus Link,Bus Route
ORM Tours and Travels,A/C Sleeper (2+1),20:45,05:00,08h 15m,1090,3.8,17,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
KK Travels,A/C Sleeper (2+1),22:00,06:00,08h 00m,900,3.7,16,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TSRTC - 8272,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,16:55,03h 15m,245,4.5,,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 8274,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,17:00,03h 00m,245,3.9,,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 8276,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,17:30,03h 00m,245,3.9,,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 7433,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:15,19:15,03h 00m,245,1.0,,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 8449,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,21:00,03h 30m,245,2.4,,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 7437,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,21:30,02h 30m,245,3.4,,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 8266,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,22:00,03h 00m,245,3.9,,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 8384,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,01:30,04h 40m,245,3.5,29,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 8352,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,01:00,04h 00m,245,3.9,25,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 8365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,02:00,04h 40m,245,4.6,29,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:45,06:15,08h 30m,550,4.6,8,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),21:40,06:15,08h 35m,700,4.3,7,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,05:45,08h 15m,990,4.1,20,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
AdKMBT Travels,NON A/C Hi-Tech Push Back (2+2),20:55,05:30,08h 35m,475,3.5,23,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,05:45,08h 15m,800,4.2,15,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Chandu Travels,A/C Sleeper (2+1),22:15,05:45,07h 30m,684,4.1,23,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,500,4.1,19,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Cherry tours&travels,Non A/C Seater / Sleeper (2+1),21:50,06:00,08h 10m,808,3.8,35,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,500,3.6,24,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Sri Krishna Travels,A/C Sleeper (2+1),22:30,05:30,07h 00m,800,3.8,18,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
IntrCity SmartBus,AC Sleeper (2+1),23:30,07:15,07h 45m,647,4.7,18,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
Svkdt travels,A/C Sleeper (2+1),22:30,06:55,08h 25m,590,4.6,20,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
IntrCity SmartBus,AC Sleeper (2+1),23:10,06:45,07h 35m,552,4.5,18,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,07:25,07h 35m,400,4.5,38,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,06:45,07h 15m,400,4.4,23,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:30,06:10,06h 40m,399,4.4,32,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:40,06:40,07h 00m,360,4.3,34,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
NueGo,Electric A/C Seater (2+2),22:35,06:35,08h 00m,379,4.4,25,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
Svkdt travels,A/C Sleeper (2+1),22:20,06:30,08h 10m,599,4.2,23,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
Yolo Bus,A/C Seater / Sleeper (2+1),22:15,05:17,07h 02m,450,4.1,28,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
KNR TRAVELS,Non A/C Seater / Sleeper (2+1),21:42,05:55,08h 13m,500,4.6,15,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),21:35,05:58,08h 23m,499,4.6,19,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
Jagan Travels,Non A/C Seater / Sleeper (2+1),21:45,05:38,07h 53m,540,4.5,18,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
AdAR & BCVR Travels,A/C Sleeper (2+1),22:15,06:30,08h 15m,900,4.3,20,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
CMR Express,NON A/C Sleeper (2+1),22:05,06:02,07h 57m,990,4.4,15,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
Zingbus Plus,A/C Sleeper (2+1),22:30,07:25,08h 55m,851,4.4,24,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
CGR Travels,Non A/C Seater / Sleeper (2+1),23:00,06:40,07h 40m,550,4.4,18,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:45,04:50,07h 05m,600,4.3,29,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
Jagan Travels,A/C Sleeper (2+1),22:00,06:00,08h 00m,850,4.3,18,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
Ramana Tours And Travels,A/C Sleeper (2+1),23:00,07:00,08h 00m,900,4.7,14,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
Ramana Tours And Travels,A/C Sleeper (2+1),20:15,08:35,12h 20m,950,4.5,15,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
IntrCity SmartBus,AC Sleeper (2+1),21:30,07:20,09h 50m,1026,4.7,3,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
Zingbus Plus,A/C Sleeper (2+1),20:50,07:05,10h 15m,892,4.5,22,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
Sai Karthik Travels,Non A/C Seater / Sleeper (2+1),21:40,09:15,11h 35m,600,4.4,30,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
Jagan Travels,A/C Seater / Sleeper (2+1),22:00,09:30,11h 30m,600,4.5,28,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
IntrCity SmartBus,AC Sleeper (2+1),20:20,06:45,10h 25m,900,4.2,6,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
Jagan Travels,Mercedes Benz Multi-Axle A/C Sleeper (2+1),17:20,05:15,11h 55m,900,4.2,13,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
Jagan Travels,Non A/C Seater / Sleeper (2+1),21:30,09:50,12h 20m,600,4.4,17,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
CGR Travels,A/C Sleeper (2+1),21:45,09:25,11h 40m,700,4.2,19,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
Mozo travels,A/C Sleeper (2+1),22:00,10:30,12h 30m,900,4.2,17,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),13:40,19:30,05h 50m,416,4.4,,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
NueGo,Electric A/C Seater (2+2),13:55,18:30,04h 35m,333,3.2,,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
NueGo,Electric A/C Seater (2+2),14:30,20:00,05h 30m,333,3.2,,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),21:30,03:50,06h 20m,619,3.6,32,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
NueGo,Electric A/C Seater (2+2),15:30,21:00,05h 30m,333,3.8,,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
NueGo,Electric A/C Seater (2+2),16:00,21:10,05h 10m,404,3.7,,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
NueGo,Electric A/C Seater (2+2),16:30,21:55,05h 25m,333,3.7,,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
FlixBus,A/C Seater (2+2),17:00,23:05,06h 05m,217,3.9,,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),17:15,23:20,06h 05m,554,3.4,,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
NueGo,Electric A/C Seater (2+2),17:30,22:55,05h 25m,333,4.2,,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
RSRTC - 183801,Express Non AC Seater 2+3,15:30,21:00,05h 30m,320,3.7,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),13:45,18:25,04h 40m,380,3.9,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),14:30,19:35,05h 05m,356,3.5,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),15:30,20:35,05h 05m,380,3.7,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),16:30,21:55,05h 25m,356,3.4,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),17:00,23:00,06h 00m,495,3.6,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,22:50,05h 50m,474,4.5,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,23:05,06h 05m,380,4.3,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
KVS Holidays,A/C Seater / Sleeper (2+2),17:00,22:30,05h 30m,399,3.0,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),17:30,22:35,05h 05m,380,4.0,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),17:55,23:15,05h 20m,540,4.8,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Malana Travels,Bharat Benz A/C Semi Sleeper (2+2),18:00,23:00,05h 00m,570,4.8,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:00,23:45,05h 45m,516,3.5,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:00,23:45,05h 45m,516,3.5,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:00,23:30,05h 30m,474,4.7,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Chandigarh Transport Undertaking (CTU) - 165752,HVAC Seater (2+3),14:20,17:05,02h 45m,185.72,3.6,,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),20:40,23:30,02h 50m,750,3.7,,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
City Land Travels,A/C Seater/Sleeper (2+1),22:20,00:20,02h 00m,630,3.6,15,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
Zimindara Travels,AC Sleeper (2+1),21:00,22:30,01h 30m,599,4.1,,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),21:40,00:30,02h 50m,1399,3.7,26,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:15,01:15,03h 00m,529,3.6,23,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:00,22:30,02h 30m,554,3.5,,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
Amit Travels,A/C Seater / Sleeper (2+1),22:50,01:15,02h 25m,799,1.7,40,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
Amit Travels,A/C Seater / Sleeper (2+1),22:50,01:30,02h 40m,799,1.7,40,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
Chandigarh Transport Undertaking (CTU) - 165747,HVAC Seater (2+3),17:12,21:47,04h 35m,307.62,4.1,,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
Chandigarh Transport Undertaking (CTU) - 165938,HVAC Seater (2+3),20:00,05:45,09h 45m,624.77,4.3,43,https://www.redbus.in/bus-tickets/chandigarh-to-vrindavan,Chandigarh to Vrindavan
GK Travels,A/C Seater/Sleeper (2+1),16:00,00:00,32h 00m,1699,1.5,7,https://www.redbus.in/bus-tickets/chandigarh-to-vrindavan,Chandigarh to Vrindavan
NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),16:30,23:00,06h 30m,1499,2.0,,https://www.redbus.in/bus-tickets/chandigarh-to-vrindavan,Chandigarh to Vrindavan
Chandigarh Transport Undertaking (CTU) - 165753,HVAC Seater (2+3),15:40,18:25,02h 45m,185.72,4.3,,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,02:00,02h 30m,554,3.5,38,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
Zimindara Travels,AC Sleeper (2+1),23:00,02:15,03h 15m,649,4.1,35,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
City Land Travels,Volvo A/C Semi Sleeper (2+2),23:55,02:00,02h 05m,450,3.6,25,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),21:10,23:50,02h 40m,647,3.5,,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
Shree Mahaveer Travels Jaipur,A/C Seater/Sleeper (2+1),22:00,00:35,02h 35m,399,3.4,25,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
HRTC - 1528,Ordinary 3+2 Non AC Seater,18:40,00:30,05h 50m,356,3.9,37,https://www.redbus.in/bus-tickets/chandigarh-to-sujanpur,Chandigarh to Sujanpur (himachal pradesh)
HRTC - 1537,Ordinary 3+2 Non AC Seater,21:00,03:30,06h 30m,354,3.9,26,https://www.redbus.in/bus-tickets/chandigarh-to-sujanpur,Chandigarh to Sujanpur (himachal pradesh)
Chandigarh Transport Undertaking (CTU) - 165806,HVAC Seater (2+3),16:35,19:20,02h 45m,157.15,4.4,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Jujhar Travels,Volvo A/C Semi Sleeper (2+2),14:00,16:00,02h 00m,280,3.5,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Jujhar Travels,Volvo A/C Semi Sleeper (2+2),15:25,17:25,02h 00m,280,3.7,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Jujhar Travels,Mercedes A/C Seater (2+2),17:20,19:30,02h 10m,280,4.3,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Jujhar Travels,Mercedes A/C Seater (2+2),18:00,20:00,02h 00m,280,4.5,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Jujhar Travels,Mercedes Benz A/C (2+2),18:50,20:50,02h 00m,280,3.8,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:40,01:50,02h 10m,336,4.3,31,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,00:20,03h 20m,554,3.3,38,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),21:10,23:40,02h 30m,508,3.3,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),23:50,23:57,00h 07m,629,3.3,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,01:15,04h 55m,522,4.2,5,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:40,02:05,04h 25m,648,4.7,4,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Chandigarh Transport Undertaking (CTU) - 165939,HVAC Seater (2+3),16:00,01:45,09h 45m,624.77,3.9,31,https://www.redbus.in/bus-tickets/vrindavan-to-chandigarh,Vrindavan to Chandigarh
HRTC - 1516,A/C Executive (2+3),15:00,18:50,03h 50m,315,4.6,,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1546,Ordinary 3+2 Non AC Seater,16:25,21:15,04h 50m,309,4.8,,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 9235,A/C Executive (2+3),16:40,22:00,05h 20m,369,3.9,,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 401670,Ordinary 3+2 Non AC Seater,18:00,22:00,04h 00m,295,5.0,,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1549,Ordinary 3+2 Non AC Seater,18:15,01:00,06h 45m,337,3.9,36,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),19:30,01:15,05h 45m,522,4.8,5,https://www.redbus.in/bus-tickets/sujanpur-to-chandigarh,Sujanpur (himachal pradesh) to Chandigarh
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,16:30,21:15,04h 45m,432,3.7,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
FlixBus,A/C Seater (2+2),20:00,00:30,04h 30m,157,3.9,24,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:30,23:45,03h 15m,516,4.7,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:35,03h 05m,399,4.7,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:00,02h 30m,399,4.7,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),21:00,00:10,03h 10m,448,4.2,32,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),21:00,00:45,03h 45m,448,3.6,40,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:30,00:55,03h 25m,495,4.7,21,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),21:30,01:15,03h 45m,555,3.8,45,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,01:00,03h 00m,648,4.8,41,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,01:00,03h 00m,500,4.1,29,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,00:50,02h 50m,500,4.2,29,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,01:15,02h 45m,529,5.0,40,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,01:20,02h 50m,529,4.3,40,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),23:00,02:35,03h 35m,540,4.2,28,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Chandigarh Transport Undertaking (CTU) - 165807,HVAC Seater (2+3),16:59,19:44,02h 45m,157.15,4.3,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Jujhar Travels,Volvo A/C Semi Sleeper (2+2),14:13,16:23,02h 10m,280,4.0,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),14:55,16:50,01h 55m,280,3.9,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Jujhar Travels,Mercedes A/C Seater (2+2),15:00,17:15,02h 15m,280,3.7,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Jujhar Travels,Volvo A/C Semi Sleeper (2+2),15:25,17:30,02h 05m,280,4.7,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Jujhar Travels,Volvo A/C Semi Sleeper (2+2),15:50,18:05,02h 15m,280,4.4,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Jujhar Travels,Volvo A/C Semi Sleeper (2+2),16:20,18:30,02h 10m,280,3.9,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Jujhar Travels,Volvo A/C Semi Sleeper (2+2),17:10,19:05,01h 55m,280,4.1,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Jujhar Travels,Volvo A/C Semi Sleeper (2+2),17:25,19:50,02h 25m,280,4.5,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),17:55,20:00,02h 05m,280,4.5,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,05:30,05h 40m,1139,4.2,35,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,05:59,06h 04m,569,4.7,34,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
